text	label	labelSecondary
أنماط الثقافة التنظيمية المفضلة لدى طالبي العمل السعوديين	الموارد_البشرية	التوظيف
أهمية تفعيل المسؤولية القانونية الشخصية للموظفين الحكوميين عن أخطائهم لضمان تمتع عملاء الجهاز الحكومي بحقوقهم ومراكزهم القانونية	الموارد_البشرية	السلوك
آليات تحقيق الأمن السيبراني وانعكاساتها على سلوك مستخدمي تقنية المعلومات من موظفي القطاع الحكومي بالمملكة العربية السعودية	الموارد_البشرية	السلوك
آليات وادوات تحديد الاحتياجات التدريبية في الاجهزة الحكومية في المملكة العربية السعودية	الموارد_البشرية	التدريب
بعض العوامل الاجتماعية والتنظيمية التي تعوق استفادة الموظف من عائدات التدريب في معهد الإدارة (بحث)	الموارد_البشرية	التدريب
بناء مقياس لتقويم ومتابعة أثر التدريب ونموذج لاستخدامه في عملية المتابعة من وجهة نظر المتدرب	الموارد_البشرية	التدريب
بناء مؤشر لقياس إنتاجية الموظف الحكومي	الموارد_البشرية	الأداء
تأثير الذكاء العاطفي وأنماط العامل مع الصراع في نتائج القرارات الإستراتيجية من خلال القيادة العلاقاتية	الموارد_البشرية	بيئة العمل
تأثير علاقات العمل المتميزة في المنظمات الحكومية	الموارد_البشرية	بيئة العمل
تحليل أثر العوامل التنظيمية والشخصية في اعتبار الذات في بيئة العمل	الموارد_البشرية	بيئة العمل
تحليل أثر العوامل التنظيمية والشخصية في اعتبار الذات في بيئة العمل	الموارد_البشرية	السلوك
تخطيط القوي العاملة(بحث)	الموارد_البشرية	
تدريب القيادات	الموارد_البشرية	التدريب
تدريب وتطوير الموظفين	الموارد_البشرية	التدريب
تسرب الموظفين	الموارد_البشرية	التسرب الوظيفي
تصور مقترح لتطبيق نموذج PREPARE لإدارة وتنمية المواهب القيادية في المؤسسات الحكومية بالمملكة العربية السعودية	الموارد_البشرية	المواهب
تطبيق الأدوار الحديثة لإدارات الموارد البشرية في منظمات الأعمال السعودية	الموارد_البشرية	أطر نظرية
تطوير رأس المال البشري	الموارد_البشرية	التدريب
تطوير نموذج لتحليل الاحتياج التدريبي الإستراتيجي في المنظمات غير الربحية	الموارد_البشرية	التدريب
تعدد الوظائف لدى موظفي الخدمة المدنية في المملكة العربية السعودية : الأسباب والآثار الاجتماعية	الموارد_البشرية	أخرى
تقويم اسس واساليب الترقية	الموارد_البشرية	الترقيات والجزاءات
تقييم تجربة المرأة السعودية في المناصب القيادية في الأجهزة  الحكومية	الموارد_البشرية	الأداء
تقييم مدى كفاية الحوافز المادية في سلم الوظائف العامة	الموارد_البشرية	الرواتب والأجور
تقييم مدى كفاية الحوافز المادية في سلم الوظائف العامة	الموارد_البشرية	الأداء
تقييم مدى كفاية الحوافز المادية في سلم الوظائف العامة لزيادة إنتاجية الموظفين في الأجهزة الحكومية   	الموارد_البشرية	الرواتب والأجور
تقييم مهارات الادارة	الموارد_البشرية	الأداء
توطين مبدأ الجدارة في اختيار وتعيين القيادات الادارية الحكومية في المملكة العربية السعودية (في ضوء الخبرات الدولية)	الموارد_البشرية	التوظيف
توظيف العمالة المواطنة في القطاع الخاص	الموارد_البشرية	التوظيف
جودة الحياة الوظيفية ودورها في تطوير المهارات الإدارية للعاملين في الأجهزة الحكومية السعودية من وجهة نظر متدربي معهد الإدارة العامة بالرياض	الموارد_البشرية	بيئة العمل
جودة الحياة الوظيفية ودورها في تطوير المهارات الإدارية للعاملين في الأجهزة الحكومية السعودية من وجهة نظر متدربي معهد الإدارة العامة بالرياض	الموارد_البشرية	التدريب
جودة الحياة الوظيفية وعلاقتها بإدارة الأداء - دراسة ميدانية لمنسوبي الأجزة الحكومية بمدينة الرياض	الموارد_البشرية	بيئة العمل
دوافع العمل وعلاقتها بنظم القيم الشخصية لدى موظفى القطاع العام في منطقة ( بلدية ) بنغازي - ليبيا	الموارد_البشرية	السلوك
دور الإشراف التربوي في التنمية المهنية لمعلمي المرحلة الثانوية في عصر الاقتصاد المعرفي	الموارد_البشرية	التدريب
دور التعليم والتدريب الجامعي في تنمية مهارات المستقبل من وجهة نظر أساتذة الجامعات الحكومية الأردنية.	الموارد_البشرية	التدريب
دور الثقة التنظيمية والمساءلة الإدارية في العلاقات بين القيادة الأخلاقية والسلوك الأخلاقي للعاملين	الموارد_البشرية	السلوك
دور الجامعات في تنمية المهارات القيادية لدى طلابها من وجهة نظر أعضاء هيئة التدريس	الموارد_البشرية	المواهب
دور القيادة المتواضعة في تعزيز السلوك الاستباقي للعاملين في ظل الدور الوسيط للتماثل التنظيمي بالتطبيق	الموارد_البشرية	الأداء
دور إستراتيجيات إدارة المواهب في أجهزة الإدارة العامة الكويتية في تحقيق ميزات تنافسية	الموارد_البشرية	المواهب
دور تحديد الهوية التنظيمية والرغبة في النجاح في استخدام الموظفين لحسابات تويتر الشخصية في العمل	الموارد_البشرية	بيئة العمل
دور رأس المال الفكري في تحقيق التميز المؤسسي في الأجهزة الحكومية السعودية بوجود التمكين متغيراً وسيطاً 	الموارد_البشرية	أخرى
دور ممارسات ادارة الموارد البشرية في بناء البراعة التنظيمية واثرهما على الاداء التنظيمي	الموارد_البشرية	أخرى
رضا العاملين وأثره على رضا  العملاء عن جودة الخدمة - دراسة ميدانية: مقارنة بين المستشفيات العاملة في القطاع الحكومي والقطاع الخاص في المنطقة الغربية بالمملكة العربية السعودية	الموارد_البشرية	الرضا الوظيفي
ضغوط العمل لدى الأطباء(بحث)	الموارد_البشرية	بيئة العمل
ضمانات الموظف في مرحلة التحقيق الإداري في النظام السعودي	الموارد_البشرية	الترقيات والجزاءات
قدرات التدريب و التطوير	الموارد_البشرية	التدريب
قدرة التوجيه عن بعد في تطوير الكفاءة الذاتية لرائدات الأعمال.	الموارد_البشرية	التدريب
محددات الإعياء المهنى بين الجنسين : دراسة تطبيقية في مؤسسات الرعاية الاجتماعية ببعض مدن المملكة	الموارد_البشرية	السلامة المهنية
مدى التعارض بين حق الموظف المبتعث في الاستقالة وبين الالتزام بخدمة الدولة : دراسة مقارنة	الموارد_البشرية	التسرب الوظيفي
مدى إحساس موظفى الدوائر الحكومية الأردنية في محافظتى الكرك والطفيلة بالعدالة التنظيمية : دراسة ميدانية	الموارد_البشرية	بيئة العمل
مستويات أشباع حاجات العاملين في المؤسسة العامة للضمان الاجتماعي في الأردن 	الموارد_البشرية	الرضا الوظيفي
نظام التأمين الصحي التعاوني في المملكة	الموارد_البشرية	التأمينات
نموذج مقترح لنظام الحوافز والمكافآت في نظام الخدمة المدنية في المملكة العربية السعودية	الموارد_البشرية	الترقيات والجزاءات
نوع الجهاز الحكومي و أثره على مستوى الرضا الوظيفي : دراسة تطبيقية	الموارد_البشرية	الرضا الوظيفي
واقع تجربة توظيف المبتعثين السعوديين في الشركات اليابانية	الموارد_البشرية	التوظيف
 تحليل الانحدار الخطي	أخرى	أخرى
اساسيات اختيار العينة في البحوث العلمية	أخرى	أخرى
اساليب البحث العلمي	أخرى	أخرى
اسـتخدام العينات في مجال البحوث	أخرى	أخرى
الاحصاء التطبيقي المفاهيم الاساسية والتحليل الاحصائي	أخرى	أخرى
الإحصاء الامعلمي خطوة بخطوة	أخرى	أخرى
الإحصاء بلا معاناة(جزءان)	أخرى	أخرى
التحليل اللاحق : أسلوب البحث من خلال المراجعة الكمية للدراسات السابقة	أخرى	
الرقابة الإحصائية على العمليات	أخرى	أخرى
العينات وتطبيقاتها في البحوث الاجتماعية	أخرى	
المراجع العربية	أخرى	أخرى
أثر عدد بدائل الاستجابة في مقياس ليكرت على الخصائص السيكومترية للمقياس وقياس الاتجاهات	أخرى	أخرى
أساسيات البحث الكيفي	أخرى	أخرى
أفضل الممارسات في الانحداراللوجستي	أخرى	
آفاق البحث الجديدة (السماوات الزرقاء) وسبر أغوار المدروس (الصناديق السوداء) : هدف النظرية المجذّرة	أخرى	أخرى
بحوث دراسة الحالة التصميم والأساليب	أخرى	
تأثير خطأ القياس على تقديرات النماذج متعددة المستويات: دراسة تطبيقية	أخرى	أخرى
تحليل الانحدار الخطي (طبعة ثانية)	أخرى	أخرى
تطوير المقاييس النظرية والتطبيق	أخرى	أخرى
لقد حان الوقت لإدراك طريقة ذات مغزى فوائد البحث السردي في بحوث الإدارة العامة	أخرى	أخرى
ماكس فيبر: المنهج العلمي والتحليلات النظرية	أخرى	أخرى
مقدمة في نمذجة البيانات المفتوحة والبنى التحتية والنتائج المترتبة عليها	أخرى	أخرى
مقدمة في نمذجة المعادلات البنائية باستخدام    IBM SPSS STATISTICS AND AMOS 	أخرى	أخرى
